Nome,Marca,Ano,Preco_Num,RAM_Num,Specs_Completa,Armazenamento_Num,Bateria_Num,Url
Xiaomi POCO M7,Xiaomi,03/03/2025,0.0,8.0,"Smartphone: Xiaomi POCO M7. Marca: Xiaomi. Lançamento: 03/03/2025. Status: Lançamento. Data lançamento: 03/03/2025. Outras informações: Dimensões. Dimensões: 171.9 x 77.8 x 8.2 mm. Peso: 205 g. Chip: Nano-SIM e Secundário (Nano-SIM). Proteção Água: Design repelente a àgua. Dobrável: Não. Plataforma: Sistema. Sistema: Android 14 e HyperOS. Atualizações: 2 anos (sistema). Processador: Qualcomm Snapdragon 4 Gen 2 (4 nm). CPU: Octa-core (2x2.2 GHz Cortex-A78 e 6x1.95 GHz Cortex-A55). GPU: Adreno 613. Memórias: Memória RAM. Memória RAM: 6 GBe8 GB. Tipo de Memória RAM: UFS 2.2. Armazenamento: 128 GBe256 GB. Armazenamento Extra: microSDXC (slot dedicado). Tela: Tela - Tipo. Tela - Tipo: IPS LCD. Tela - Tamanho: 6.88. Tela - Resolução: 720 x 1600 e  Proporção 20:9. Tela - Frequência: 120Hz. Tela - Densidade: 260 ppi. Tela - Extras: 600 nits (HBM). Câmera principal: 50 MP, f/1.8, (wide) e PDAF. Câmera - Extras: Flash LED e HDR. Vídeo: FULLHD - 30fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 8 MP, f/2.0, (wide). Bateria: 5160 mAh. Carregador: 18W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac  e Dual Band. Bluetooth: A2DP,  LE e 5.0. GPS: A-GPS, GALILEO, GLONASS e BDS. NFC: Não. Som: Mono e Loudspeaker. 3.5mm jack: Sim. Outros: Rádio FM. Rádio FM: Sim. USB: Tipo-C e 2.0. Sensores: Impressão digital (lateral), Acelerômetro, Proximidade e Bússola.",256.0,5160.0,https://www.oficinadanet.com.br/smartphones/xiaomi-poco-m7
Xiaomi 15 Ultra,Xiaomi,27/02/2025,0.0,16.0,"Smartphone: Xiaomi 15 Ultra. Marca: Xiaomi. Lançamento: 27/02/2025. Status: Lançamento. Data lançamento: 27/02/2025. Outras informações: Dimensões. Dimensões: 161.3 x 75.3 x 9.4 mm. Peso: 226 g. Construção: Vidro traseiro, Vidro Frontal  , Traseira de couro ecológico e Frame de alumínio. Chip: Dual SIM (Nano-SIM, dual stand-by). Proteção Água: IP68. Plataforma: Sistema. Sistema: Android 15 e HyperOS 2. Atualizações: 4 anos (sistema). Processador: Qualcomm Snapdragon 8 Elite (3 nm). CPU: Octa-core (2x4.32 GHz Oryon V2 Phoenix L   6x3.53 GHz Oryon V2 Phoenix M). GPU: Adreno 830. Memórias: Memória RAM. Memória RAM: 12 GBe16 GB. Tipo de Memória RAM: UFS 4.1. Armazenamento: 256 GB,512 GBe1 TB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: LTPO AMOLED. Tela - Tamanho: 6.73. Tela - Resolução: 1440 x 3200 pixels. Tela - Frequência: 120Hz. Tela - Densidade: 522 ppi. Tela - Proteção: Xiaomi Shield Glass 2.0. Tela - Extras: Dolby Vision, 68B Colors, 3200 nits (pico) e HDR10 Plus. Câmera principal: 50 MP, f/1.6, 23mm (wide), Dual Pixel PDAF e OIS. 2ª câmera: 50 MP, f/1.8 (telephoto), 3x zoom optico, Dual Pixel PDAF e OIS. 3ª câmera: 200 MP, f/2.6 (periscope), multi-direcional PDAF e 4.3x zoom ótico. 4ª câmera: 50 MP, f/1.8, 12mm, 122˚ (ultrawide), 1/2.51, TOF 3D (profundidade) e Dual Pixel PDAF. Vídeo: 4K - 60fps, gyro-EIS e FULLHD - 60fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.0. Câmera Frontal - Extras: panorama e HDR. Bateria: 5410 maheSi/C. Carregador: 80W Wireless, 10W Reverso e 90W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6e/7, Tri-Band e Wi-Fi Direct. Bluetooth: LE, aptX HD, LHDC e 6.0. GPS: GPS, QZSS, GLONASS, NacIV, GALILEO e BDS. NFC: Sim. Som: Estéreo. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. USB: On-The-Go, DisplayPort, USB Tipo-C e 3.2. Infravermelho: Sim. Sensores: Barômetro, Comunicação dupla via satélite, Bússola, Giroscópio, Proximidade, Acelerômetro e Impressão digital (sob a tela, ultrassônico).",1.0,5410.0,https://www.oficinadanet.com.br/smartphones/xiaomi-15-ultra
Xiaomi Redmi Note 14 4G,Xiaomi,10/01/2025,1044.9,8.0,"Smartphone: Xiaomi Redmi Note 14 4G. Marca: Xiaomi. Lançamento: 10/01/2025. Status: Verificado. Data lançamento: 10/01/2025. Preço de lançamento: R$ 2.499,99. Menor preço histórico: R$ 996,00. Preço atual: R$ 1.044,90. Outras informações: Dimensões. Dimensões: 162.4 x 75.7 x 8 mm. Peso: 190g. Chip: Híbrido Dual SIM. Proteção Água: IP64. Dobrável: Não. Plataforma: Sistema. Sistema: Android 14 e HyperOS. Atualizações: 4 anos (sistema). Processador: Mediatek Helio G99 Ultra. CPU: Octa-core (2x2.2 GHz Cortex-A76 e 6x2.0 GHz Cortex-A55). GPU: Mali-G57 MC2. AnTuTu: 450.000. Memórias: Memória RAM. Memória RAM: 6 GBe8 GB. Tipo de Memória RAM: UFS 2.2. Armazenamento: 128 GBe256 GB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: AMOLED. Tela - Tamanho: 6.67. Tela - Resolução: 1080 x 2400. Tela - Frequência: 120Hz. Tela - Densidade: 395 ppi. Tela - Proteção: Corning Gorilla Glass 5. Tela - Extras: 1200 nits (pico). Câmera principal: 108 MP, f/1.8, (wide)  e PDAF. 2ª câmera: 2 MP, f/2.4, (macro). 3ª câmera: 2 MP, f/2.4, (depth). Câmera - Extras: HDR, Flash LED e Panorama. Vídeo: FULLHD - 30fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 20 MP, f/2.2. Câmera Frontal - Extras: panorama e HDR. Bateria: 5500 mAh. Autonomia (teste bateria): 71%. Carregador: 33W. Carrega sem fios?: Não. Tempo de carga (teste bateria): 1h17min. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Não. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac  e Dual Band. Bluetooth: A2DP, LE e 5.3. GPS: A-GPS e GLONASS. NFC: Não. Som: Loudspeaker. 3.5mm jack: Sim. Outros: Rádio FM. Rádio FM: Não. USB: Tipo-C, On-The-Go e 2.0. Infravermelho: Sim. Sensores: Bússola, Acelerômetro, Giroscópio, Proximidade e Impressão digital (sob a tela, óptico).",256.0,5500.0,https://www.oficinadanet.com.br/smartphones/xiaomi-redmi-note-14-4g
Xiaomi Redmi Note 14 5G,Xiaomi,10/01/2025,1454.0,12.0,"Smartphone: Xiaomi Redmi Note 14 5G. Marca: Xiaomi. Lançamento: 10/01/2025. Status: Verificado. Data lançamento: 10/01/2025. Preço de lançamento: R$ 2.999,99. Menor preço histórico: R$ 1.300,00. Preço atual: R$ 1.454,00. Outras informações: Dimensões. Dimensões: 162.4 x 75.7 x 8 mm. Peso: 190g. Chip: Híbrido Dual SIM. Proteção Água: IP64. Dobrável: Não. Plataforma: Sistema. Sistema: Android 15 e HyperOS. Atualizações: 2 anos (sistema). Processador: Mediatek Dimensity 7025 Ultra (6 nm). CPU: Octa-core (2x2.5 GHz Cortex-A78 e 6x2.0 GHz Cortex-A55). GPU: IMG BXM-8-256. AnTuTu: 470000. Memórias: Memória RAM. Memória RAM: 6 GB,8 GBe12 GB. Tipo de Memória RAM: UFS 2.2. Armazenamento: 128 GB,256 GBe512 GB. Armazenamento Extra: microSDHC e 1 TB. Tela: Tela - Tipo. Tela - Tipo: AMOLED. Tela - Tamanho: 6.67. Tela - Resolução: 1080 x 2400. Tela - Frequência: 120Hz. Tela - Densidade: 395 ppi. Tela - Proteção: Corning Gorilla Glass 5. Tela - Extras: 2100 nits (pico) e PWM. Câmera principal: 108 MP, f/1.8, (wide)  e PDAF. 2ª câmera: 8 MP, f/2.2, (ultrawide). 3ª câmera: 2 MP, f/2.4, (depth). Câmera - Extras: HDR, Flash LED e Panorama. Vídeo: FULLHD - 30fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 20 MP, f/2.2. Câmera Frontal - Extras: panorama e HDR. Bateria: 5110 mAh. Autonomia (teste bateria): 96%. Carregador: 45W. Carrega sem fios?: Não. Tempo de carga (teste bateria): 1h04min. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac  e Dual Band. Bluetooth: A2DP, LE e 5.3. GPS: A-GPS e GLONASS. NFC: Não. Som: Loudspeaker. 3.5mm jack: Sim. Outros: Rádio FM. Rádio FM: Não. USB: Tipo-C, On-The-Go e 2.0. Infravermelho: Sim. Sensores: Bússola, Acelerômetro, Giroscópio, Proximidade e Impressão digital (sob a tela, óptico).",512.0,5110.0,https://www.oficinadanet.com.br/smartphones/xiaomi-redmi-note-14-5g
Xiaomi Redmi Note 14 Pro 5G,Xiaomi,10/01/2025,1899.0,12.0,"Smartphone: Xiaomi Redmi Note 14 Pro 5G. Marca: Xiaomi. Lançamento: 10/01/2025. Status: Lançamento. Data lançamento: 10/01/2025. Menor preço histórico: R$ 1.630,00. Preço atual: R$ 1.899,00. Outras informações: Dimensões. Dimensões: 162.3 x 74.4 x 8.4 mm. Peso: 190g. Chip: Híbrido Dual SIM. Proteção Água: IP68. Dobrável: Não. Plataforma: Sistema. Sistema: Android 15 e HyperOS. Processador: Mediatek Dimensity 7300 Ultra (4 nm). CPU: Octa-core (4x2.5 GHz Cortex-A78 e 4x2.0 GHz Cortex-A55). GPU: Mali-G615 MC2. Memórias: Memória RAM. Memória RAM: 8 GBe12 GB. Tipo de Memória RAM: UFS 2.2. Armazenamento: 256 GBe512 GB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: AMOLED. Tela - Tamanho: 6.67. Tela - Resolução: 1220 x 2712 pixels. Tela - Frequência: 120Hz. Tela - Densidade: 395 ppi. Tela - Proteção: Corning Gorilla Glass 5. Tela - Extras: 3000 nits (pico). Câmera principal: 200 MP, f/1.7, (wide), multi-directional PDAF e OIS. 2ª câmera: 8 MP, f/2.2, (ultrawide). 3ª câmera: 2 MP, f/2.4, (depth). Câmera - Extras: HDR, Flash LED e Panorama. Vídeo: FULLHD - 30fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 20 MP, f/2.2. Câmera Frontal - Extras: HDR e panorama. Bateria: 5110 mAh. Carregador: 45W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac  e Dual Band. Bluetooth: 5.4, A2DP e LE. GPS: A-GPS e GLONASS. NFC: Não. Som: Loudspeaker. 3.5mm jack: Sim. Outros: Rádio FM. Rádio FM: Não. USB: On-The-Go, Tipo-C e 2.0. Infravermelho: Sim. Sensores: Giroscópio, Proximidade, Bússola, Acelerômetro e Impressão digital (sob a tela, óptico).",512.0,5110.0,https://www.oficinadanet.com.br/smartphones/xiaomi-redmi-note-14-pro-5g
Xiaomi POCO X7,Xiaomi,09/01/2025,1699.0,12.0,"Smartphone: Xiaomi POCO X7. Marca: Xiaomi. Lançamento: 09/01/2025. Status: Verificado. Data lançamento: 09/01/2025. Preço de lançamento: R$ 3.499,99. Menor preço histórico: R$ 1.384,26. Preço atual: R$ 1.699,00. Outras informações: Dimensões. Dimensões: 162.3 x 74.4 x 8.4 mm. Peso: 185g. Construção: Plástico na traseira e Vidro Frontal (Gorilla Glass Victus 2). Chip: Dual SIM (Nano-SIM, dual stand-by). Proteção Água: IP68. Dobrável: Não. Plataforma: Sistema. Sistema: Android 14 e HyperOS. Atualizações: 3 anos (sistema). Processador: Mediatek Dimensity 7300 Ultra (4 nm). CPU: Octa-core (4x2.5 GHz Cortex-A78 e 4x2.0 GHz Cortex-A55). GPU: Mali-G615 MC2. AnTuTu: 684.000. Memórias: Memória RAM. Memória RAM: 8 GBe12 GB. Tipo de Memória RAM: UFS 2.2. Armazenamento: 256 GBe512 GB. Tela: Tela - Tipo. Tela - Tipo: AMOLED. Tela - Tamanho: 6.67. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Proteção: Corning Gorilla Glass Victus. Tela - Extras: Dolby Vision, 68B Colors, 500 nits (typ), 1200 nits (HBM) e 1800 nits (pico). Câmera principal: 50 MP, f/1.5, (wide), OIS   e PDAF. 2ª câmera: 8 MP, f/2.2, (ultrawide). 3ª câmera: 2 MP, f/2.4, (macro). Câmera - Extras: Flash LED, Panorama e HDR. Vídeo: FULLHD - 60fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 20 MP, f/2.2. Bateria: 5100 mAh. Autonomia (teste bateria): 77%. Carregador: 45W. Carrega sem fios?: Não. Tempo de carga (teste bateria): 48min. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6, Wi-Fi Direct e Dual Band. Bluetooth: 5.4, A2DP e LE. GPS: GPS, BEIDOU, GALILEO, BDS e GLONASS. NFC: Sim. Som: Alto falante duplo e Dolby Atmos. 3.5mm jack: Sim. Outros: USB. USB: Tipo-C, On-The-Go e 2.0. Infravermelho: Sim. Sensores: Proximidade, Bússola, Giroscópio, Acelerômetro, Luz ambiente e Impressão digital (sob a tela, óptico).",512.0,5100.0,https://www.oficinadanet.com.br/smartphones/xiaomi-poco-x7
Xiaomi POCO X7 Pro,Xiaomi,09/01/2025,1399.99,12.0,"Smartphone: Xiaomi POCO X7 Pro. Marca: Xiaomi. Lançamento: 09/01/2025. Status: Verificado. Data lançamento: 09/01/2025. Preço de lançamento: R$ 5.199,00. Menor preço histórico: R$ 1.399,99. Preço atual: R$ 1.399,99. Outras informações: Dimensões. Dimensões: 160.8 x 75.2 x 8.3 mm. Peso: 195 g. Construção: Vidro Frontal (Gorilla Glass 7i) e Plástico na traseira. Chip: Dual SIM (Nano-SIM, dual stand-by). Proteção Água: IP68. Dobrável: Não. Plataforma: Sistema. Sistema: Android 15 e HyperOS 2. Atualizações: 3 anos (sistema). Processador: Mediatek Dimensity 8400 Ultra (4 nm). CPU: Octa-core (1x3.25 GHz Cortex-A725 - 3x3.0 GHz Cortex-A725 - 4x2.1 GHz Cortex-A725). GPU: Mali-G720 MC7. AnTuTu: 1.733.000. Memórias: Memória RAM. Memória RAM: 8 GBe12 GB. Tipo de Memória RAM: UFS 4.0. Armazenamento: 256 GBe512 GB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: AMOLED. Tela - Tamanho: 6.67. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Proteção: Corning Gorilla Glass 5. Tela - Extras: Dolby Vision, 68B Colors, HDR10 Plus, 1400 nits (HBM), 3200 nits (pico) e PWM. Câmera principal: 50 MP, f/1.5, 26mm, OIS   e PDAF. 2ª câmera: 8 MP, f/2.2, (ultrawide). Câmera - Extras: Flash LED, Panorama e HDR. Vídeo: FULLHD - 60fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 20 MP, f/2.2. Bateria: 6000 mAheSi/C. Autonomia (teste bateria): 69%. Carregador: 90W. Carrega sem fios?: Não. Tempo de carga (teste bateria): 54min. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6, Wi-Fi Direct e Dual Band. Bluetooth: 5.4, A2DP e LE. GPS: GPS, QZSS, BDS, GALILEO e GLONASS. NFC: Sim. Som: Alto falante duplo. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. USB: Tipo-C e On-The-Go. Infravermelho: Sim. Sensores: Proximidade, Bússola, Giroscópio, Acelerômetro e Impressão digital (sob a tela, óptico).",512.0,6000.0,https://www.oficinadanet.com.br/smartphones/xiaomi-poco-x7-pro
Xiaomi POCO M7 Pro,Xiaomi,17/12/2024,1499.0,8.0,"Smartphone: Xiaomi POCO M7 Pro. Marca: Xiaomi. Lançamento: 17/12/2024. Status: Lançamento. Data lançamento: 17/12/2024. Menor preço histórico: R$ 1.199,00. Preço atual: R$ 1.499,00. Outras informações: Dimensões. Dimensões: 162.4 x 75.7 x 8 mm. Peso: 190g. Chip: Híbrido Dual SIM. Proteção Água: IP64. Dobrável: Não. Plataforma: Sistema. Sistema: Android 14 e HyperOS. Processador: Mediatek Dimensity 7025 Ultra (6 nm). CPU: Octa-core (2x2.5 GHz Cortex-A78 e 6x2.0 GHz Cortex-A55). GPU: IMG BXM-8-256. Memórias: Memória RAM. Memória RAM: 6 GBe8 GB. Tipo de Memória RAM: UFS 2.2. Armazenamento: 128 GBe256 GB. Tela: Tela - Tipo. Tela - Tipo: AMOLED. Tela - Tamanho: 6.67. Tela - Resolução: 1080 x 2400. Tela - Frequência: 120Hz. Tela - Densidade: 395 ppi. Tela - Proteção: Corning Gorilla Glass 5. Tela - Extras: Dolby Vision, HDR10 Plus e 2100 nits (pico). Câmera principal: 50 MP, f/1.5, (wide), PDAF e OIS. 2ª câmera: 2 MP, f/2.4, (depth). Câmera - Extras: Panorama, Flash LED e HDR. Vídeo: FULLHD - 30fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 20 MP, f/2.2. Bateria: 5110 mAh. Carregador: 45W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac  e Dual Band. Bluetooth: LE, A2DP e 5.3. GPS: GPS, GLONASS, GALILEO e BDS. NFC: Sim. Som: Alto falante duplo. 3.5mm jack: Sim. Outros: USB. USB: On-The-Go e USB Type-C 2.0. Infravermelho: Sim. Sensores: Giroscópio, Acelerômetro, Proximidade, Bússola e Impressão digital (sob a tela, óptico).",256.0,5110.0,https://www.oficinadanet.com.br/smartphones/xiaomi-poco-m7-pro
Xiaomi 15,Xiaomi,29/10/2024,0.0,16.0,"Smartphone: Xiaomi 15. Marca: Xiaomi. Lançamento: 29/10/2024. Status: Lançamento. Data lançamento: 29/10/2024. Outras informações: Dimensões. Dimensões: 152.3 x 71.2 x 8.1 mm. Peso: 189g. Construção: Vidro Frontal   e Frame de alumínio. Chip: Nano-SIM, Dual SIM (Nano-SIM, dual stand-by) e eSIM. Proteção Água: IP68. Plataforma: Sistema. Sistema: Android 15 e HyperOS 2. Processador: Qualcomm Snapdragon 8 Elite (3 nm). CPU: Octa-core (2x4.32 GHz Oryon V2 Phoenix L  e 6x3.53 GHz Oryon V2 Phoenix M). GPU: Adreno 830. Memórias: Memória RAM. Memória RAM: 12 GBe16 GB. Armazenamento: 256 GB,512 GBe1 TB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: LTPO OLED. Tela - Tamanho: 6.36. Tela - Resolução: 1200 x 2670 pixels. Tela - Frequência: 120Hz. Tela - Densidade: 460 ppi. Tela - Proteção: Shatterproof glass. Tela - Extras: Dolby Vision, 68B Colors, 3200 nits (pico) e HDR 10 Plus. Câmera principal: 50 MP, f/1.6, 23mm (wide), 1/1.31, Dual Pixel PDAF e OIS. 2ª câmera: 50 MP, f/2.0, 75mm (telephoto), PDAF (10cm - ∞), 3x zoom optico, PDAF e OIS. 3ª câmera: 50 MP, f/2.2, 14mm, 115˚ (ultrawide). Câmera - Extras: HDR, Lentes Leica, Panorama, Flash Dual-LED e Laser AF. Vídeo: 4K - 60fps, gyro-EIS e FULLHD - 60fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.0, 22mm (wide), 0.7µm. Câmera Frontal - Extras: HDR e panorama. Bateria: 5400 mAh. Carregador: 10W Reverso, 50W Wireless e 90W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6e/7, Dual Band e Wi-Fi Direct. Bluetooth: 5.4, A2DP, LE, aptX Adaptive, aptX HD e LHDC 5. GPS: QZSS, A-GPS Duplo, BDS, GALILEO e GLONASS. NFC: Sim. Som: Estéreo. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. USB: On-The-Go, Tipo-C e 3.2. Infravermelho: Sim. Sensores: Acelerômetro, Espectro de cores, Giroscópio, Bússola, Proximidade, Barômetro e Impressão digital (sob a tela, óptico).",1.0,5400.0,https://www.oficinadanet.com.br/smartphones/xiaomi-15
Xiaomi 15 Pro,Xiaomi,29/10/2024,0.0,16.0,"Smartphone: Xiaomi 15 Pro. Marca: Xiaomi. Lançamento: 29/10/2024. Status: Lançamento. Data lançamento: 29/10/2024. Outras informações: Dimensões. Dimensões: 161.3 x 75.3 x 8.4 mm. Peso: 213 g. Construção: Vidro Frontal   e Frame de alumínio. Chip: Nano-SIM, Dual SIM (Nano-SIM, dual stand-by) e eSIM. Proteção Água: IP68. Plataforma: Sistema. Sistema: Android 15 e HyperOS 2. Processador: Qualcomm Snapdragon 8 Elite (3 nm). CPU: Octa-core (2x4.32 GHz Oryon V2 Phoenix L  e 6x3.53 GHz Oryon V2 Phoenix M). GPU: Adreno 830. Memórias: Memória RAM. Memória RAM: 12 GBe16 GB. Armazenamento: 256 GB,512 GBe1 TB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: LTPO OLED. Tela - Tamanho: 6.73. Tela - Resolução: 1440 x 3200 pixels. Tela - Frequência: 120Hz. Tela - Densidade: 522 ppi. Tela - Proteção: Shatterproof glass. Tela - Extras: Dolby Vision, 68B Colors, 3200 nits (pico) e HDR 10 Plus. Câmera principal: 50 MP, f/1.4, 23mm (wide), Dual Pixel PDAF e OIS. 2ª câmera: 50 MP, f/2.5, 120mm (periscope telephoto), 1/2.51, 5x zoom ótico , PDAF e OIS. 3ª câmera: 50 MP, f/2.2, 14mm, 115˚ (ultrawide). Câmera - Extras: HDR, Lentes Leica, Panorama, Flash Dual-LED e Laser AF. Vídeo: 4K - 60fps, gyro-EIS e FULLHD - 60fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.0, 22mm (wide), 0.7µm. Câmera Frontal - Extras: HDR e panorama. Bateria: 6100 mAh. Carregador: 10W Reverso, 50W Wireless e 90W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6e/7, Dual Band e Wi-Fi Direct. Bluetooth: 5.4, A2DP, LE, aptX Adaptive, aptX HD e LHDC 5. GPS: QZSS, A-GPS Duplo, BDS, GALILEO e GLONASS. NFC: Sim. Som: Estéreo. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. USB: On-The-Go, Tipo-C e 3.2. Infravermelho: Sim. Sensores: Acelerômetro, Espectro de cores, Giroscópio, Bússola, Proximidade, Barômetro e Impressão digital (sob a tela, óptico).",1.0,6100.0,https://www.oficinadanet.com.br/smartphones/xiaomi-15-pro
Xiaomi POCO C75,Xiaomi,26/10/2024,745.0,8.0,"Smartphone: Xiaomi POCO C75. Marca: Xiaomi. Lançamento: 26/10/2024. Status: Verificado. Data lançamento: 26/10/2024. Menor preço histórico: R$ 685,00. Preço atual: R$ 745,00. Outras informações: Dimensões. Dimensões: 171.9 x 77.8 x 8.2 mm. Peso: 204 g. Chip: Nano-SIM. Proteção Água: Design repelente a àgua. Plataforma: Sistema. Sistema: Android 14 e HyperOS. Processador: Mediatek Helio G81 Ultra. CPU: Octa-core (2x2.0 GHz Cortex-A75 e 6x1.8 GHz Cortex-A55). GPU: Mali-G52 MC2. Memórias: Memória RAM. Memória RAM: 6 GBe8 GB. Armazenamento: 128 GBe256 GB. Armazenamento Extra: microSDXC (slot dedicado). Tela: Tela - Tipo. Tela - Tipo: IPS LCD. Tela - Tamanho: 6.88. Tela - Resolução: 720 x 1640. Tela - Frequência: 120Hz. Tela - Densidade: 260 ppi. Tela - Extras: 600 nits (HBM) e 450 nits (digitando). Câmera principal: 50 MP, f/1.8, (wide). Câmera - Extras: LED Flash e HDR. Vídeo: HDR e FULLHD - 30fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 13 MP, f/2.0, (wide). Bateria: 5160 mAh. Carregador: 18W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Não. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac. Bluetooth: 5.4, A2DP e  LE. GPS: GPS, GLONASS, BDS e GALILEO. NFC: Sim. Som: Loudspeaker. 3.5mm jack: Sim. Outros: Rádio FM. Rádio FM: Sim. USB: USB Tipo-C e 2.0. Infravermelho: Sim. Sensores: Impressão digital (lateral), Acelerômetro, Bússola e Proximidade Virtual.",256.0,5160.0,https://www.oficinadanet.com.br/smartphones/xiaomi-poco-c75
Xiaomi 14T,Xiaomi,26/09/2024,3260.0,12.0,"Smartphone: Xiaomi 14T. Marca: Xiaomi. Lançamento: 26/09/2024. Status: Verificado. Data lançamento: 26/09/2024. Preço de lançamento: R$ 5.999,99. Menor preço histórico: R$ 2.814,00. Preço atual: R$ 3.260,00. Outras informações: Dimensões. Dimensões: 160.5 x 75.1 x 7.8 mm. Peso: 195 g. Chip: Dual SIM (Nano-SIM, dual stand-by). Proteção Água: IP68. Dobrável: Não. Plataforma: Sistema. Sistema: Android 14 e HyperOS. Processador: MediaTek Dimensity 8300 Ultra (4 nm). CPU: Octa-core (1x3.35 GHz Cortex-A715 e 3x3.20 GHz Cortex-A715 e 4x2.20 GHz Cortex-A510). GPU: Mali G615-MC6. AnTuTu: 1.300.000. Memórias: Memória RAM. Memória RAM: 12 GB. Armazenamento: 256 GBe512 GB. Tela: Tela - Tipo. Tela - Tipo: OLED. Tela - Tamanho: 6.67. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 144Hz. Tela - Extras: Dolby Vision, HDR10 Plus, 4000 nits (pico) e 1600 nits (HBM). Câmera principal: 50 MP, (wide), OIS   e PDAF. 2ª câmera: 2.6x zoom optico, 50 MP, (telephoto) e PDAF. 3ª câmera: 12 MP, f/2.2, 15mm (ultrawide), 1/3.06. Câmera - Extras: HDR, Lentes Leica, Flash LED e Panorama. Vídeo: FULLHD - 30fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, (wide). Câmera Frontal - Extras: HDR. Bateria: 5000 mAh. Carregador: 67W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6e. Bluetooth: 5.4, A2DP, LHDC e  LE. GPS: GPS, QZSS, BDS, NacIV, GLONASS e GALILEO. NFC: Sim. Som: Estéreo. 3.5mm jack: Não. Outros: USB. USB: OTG e USB Type-C 2.0. Infravermelho: Sim. Sensores: Bússola, Proximidade, Giroscópio, Acelerômetro e Impressão digital (sob a tela, óptico).",512.0,5000.0,https://www.oficinadanet.com.br/smartphones/xiaomi-14t
