Nome,Marca,Ano,Preco_Num,RAM_Num,Specs_Completa,Armazenamento_Num,Bateria_Num,Url
Motorola Edge 70,Motorola,29/10/2025,0.0,12.0,"Smartphone: Motorola Edge 70. Marca: Motorola. Lançamento: 29/10/2025. Status: Verificado. Data lançamento: 29/10/2025. Outras informações: Dimensões. Dimensões: 159.9 x 74 x 6 mm. Peso: 159 g. Construção: Frame de alumínio. Chip: Nano-SIM e eSIM. Proteção Água: IP68, IP69 e MIL-STD 810H. Plataforma: Sistema. Sistema: Android 16. Atualizações: 4 anos (sistema). Processador: Qualcomm Snapdragon 7 Gen 4 (4 nm). CPU: Octa-core (1x2.8 GHz Cortex-720 e 4x2.4 GHz Cortex-720 e 3x1.8 GHz Cortex-520). GPU: Adreno 722. Memórias: Memória RAM. Memória RAM: 12 GB. Armazenamento: 256 GBe512 GB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: pOLED. Tela - Tamanho: 6.7. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Extras: 1B Colors, 4500 nits (pico), HDR10 Plus e PWM. Câmera principal: 50 MP, f/1.8, (wide), PDAF e OIS. 2ª câmera: 50 MP, f/2.0, 120˚, (ultrawide). Câmera - Extras: Flash Dual-LED, HDR e Panorama. Vídeo: gyro-EIS, 4K - 30 FPS e Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 50 MP, f/2.0, 22mm (wide). Câmera Frontal - Extras: HDR. Bateria: 4800 mAheSi/C. Carregador: 68W. Carrega sem fios?: 15W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/mc/6e, Tri-Band e Wi-Fi Direct. Bluetooth: 5.4, A2DP e LE. GPS: GPS, GLONASS, GALILEO e BDS. NFC: Sim. Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. Infravermelho: Não. USB: OTG, Tipo-C e 2.0. Sensores: Proximidade, Bússola, Giroscópio, Acelerômetro e Impressão digital (sob a tela, óptico).",512.0,4800.0,https://www.oficinadanet.com.br/smartphones/motorola-edge-70
Motorola Edge 60 Neo,Motorola,05/09/2025,2159.0,12.0,"Smartphone: Motorola Edge 60 Neo. Marca: Motorola. Lançamento: 05/09/2025. Status: Lançamento. Data lançamento: 05/09/2025. Preço de lançamento: R$ 3.999,00. Menor preço histórico: R$ 2.159,00. Preço atual: R$ 2.159,00. Outras informações: Dimensões. Dimensões: 154.1 x 71.2 x 8.1 mm. Peso: 174 g. Construção: Frame em plástico, Vidro frontal (Gorilla Glass 3) e Traseira em polimero de silicone. Chip: Nano-SIM, Dual SIM (Nano-SIM, dual stand-by) e eSIM. Proteção Água: IP68 e IP69. Plataforma: Sistema. Sistema: Android 15. Atualizações: 4 anos (sistema). Processador: Mediatek Dimensity 7400. CPU: Octa-core (4x2.6 GHz Cortex-A78 e 4x2.0 GHz Cortex-A55). GPU: Mali-G615 MC2. Memórias: Memória RAM. Memória RAM: 12 GB. Armazenamento: 256 GBe512 GB. Armazenamento Extra: Não Possui. Tela: Tela - Tipo. Tela - Tipo: LTPO P-OLED. Tela - Tamanho: 6.4. Tela - Resolução: 1200 x 2670 pixels. Tela - Frequência: 120Hz. Tela - Densidade: 460 ppi. Tela - Proteção: Corning Gorilla Glass 7i. Tela - Extras: 1B Colors, HDR 10 Plus e 3000 nits (pico). Câmera principal: 50 MP, f/1.8, (wide), OIS   e PDAF. Sensor câmera principal: Sony LYTIA 700C. 2ª câmera: 10 MP, f/2.0, 73mm (telephoto), 3x zoom optico, PDAF e OIS. 3ª câmera: 13 mp, f/2.0 (ultrawide). Câmera - Extras: Panorama, Flash LED e HDR. Vídeo: 4K - 30 FPS. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.4, (wide). Câmera Frontal - Extras: HDR. Bateria: 5000 mAh. Carregador: 68W. Carrega sem fios?: Não. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6e. Bluetooth: 5.4, A2DP e  LE. GPS: GPS, GALILEO e GLONASS. NFC: Sim. Som: Loudspeaker e Estéreo. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. USB: Tipo-C. Sensores: Acelerômetro, Giroscópio, Proximidade, Bússola e Impressão digital (sob a tela, óptico).",512.0,5000.0,https://www.oficinadanet.com.br/smartphones/motorola-edge-60-neo
Motorola Moto G06,Motorola,05/09/2025,735.78,4.0,"Smartphone: Motorola Moto G06. Marca: Motorola. Lançamento: 05/09/2025. Status: Lançamento. Data lançamento: 05/09/2025. Preço de lançamento: R$ 999,00. Menor preço histórico: R$ 599,00. Preço atual: R$ 735,78. Outras informações: Dimensões. Dimensões: 171,4 x 77,5 x 8,3 mm. Peso: 194 g. Construção: Plástico na traseira, Frame em plástico e Vidro Frontal. Chip: Nano-SIM. Proteção Água: IP64. Plataforma: Sistema. Sistema: Android 15. Processador: Mediatek Helio G81 Extreme (12 nm). CPU: Octa-core (2x2.0 GHz Cortex-A75 e 6x1.7 GHz Cortex-A55). GPU: Mali-G52 MC2. Memórias: Memória RAM. Memória RAM: 4 GB. Armazenamento: 128 GBe256 GB. Armazenamento Extra: microSDXC (slot dedicado). Memória RAM expansiva: Sim e 8GB. Tela: Tela - Tipo. Tela - Tipo: IPS LCD. Tela - Tamanho: 6.9. Tela - Resolução: 720 x 1640. Tela - Frequência: 120Hz. Tela - Densidade: 260 ppi. Tela - Proteção: Corning Gorilla Glass 3. Câmera principal: 50 MP, f/1.8, (wide) e PDAF. Câmera - Extras: HDR e Flash LED. Vídeo: Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 8 MP, f/2.1, (wide). Câmera Frontal - Extras: HDR. Bateria: 5200 mAh. Carregador: 10W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Não. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac  e Dual Band. Bluetooth: LE, A2DP e 5.0. GPS: GPS, GALILEO e GLONASS. NFC: Sim. Som: Estéreo. 3.5mm jack: Sim. Outros: Rádio FM. Rádio FM: Não. Infravermelho: Não. USB: USB Type-C 2.0. Sensores: Impressão digital (lateral), Proximidade e Acelerômetro.",256.0,5200.0,https://www.oficinadanet.com.br/smartphones/motorola-moto-g06
Motorola Moto G96,Motorola,09/07/2025,0.0,8.0,"Smartphone: Motorola Moto G96. Marca: Motorola. Lançamento: 09/07/2025. Status: Lançamento. Data lançamento: 09/07/2025. Outras informações: Construção. Construção: Frame em plástico, Vidro Frontal   e Traseira de polímero. Chip: Nano-SIM e eSIM. Proteção Água: IP68. Plataforma: Sistema. Sistema: Android 15. Processador: Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm). CPU: Octa-core (4x2.40 GHz Cortex-A78 e 4x1.95 GHz Cortex-A55). GPU: Adreno 710. Memórias: Memória RAM. Memória RAM: 8 GB. Armazenamento: 128 GBe256 GB. Tela: Tela - Tipo. Tela - Tipo: P-OLED. Tela - Tamanho: 6.67. Tela - Resolução: 1080 x 2400 pixels. Tela - Frequência: 144Hz. Tela - Densidade: 395 ppi. Tela - Proteção: Corning Gorilla Glass 5. Tela - Extras: 1B Colors e 1600 nits (pico). Câmera principal: 50 MP, f/1.9, (wide), PDAF e OIS. 2ª câmera: 8 MP, f/2.2, 120˚ (ultrawide). Câmera - Extras: Panorama, HDR e LED Flash. Vídeo: gyro-EIS, 4K - 30 FPS e Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.5, (wide). Câmera Frontal - Extras: HDR. Bateria: 5500 mAh. Carregador: 68W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac. Bluetooth: A2DP,  LE e 5.2. GPS: GPS, GALILEO e GLONASS. Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Infravermelho. Infravermelho: Não. USB: USB Tipo-C e 2.0. Sensores: Smart Connect, Bússola, Proximidade, Giroscópio, Acelerômetro e Impressão digital (sob a tela, óptico).",256.0,5500.0,https://www.oficinadanet.com.br/smartphones/motorola-moto-g96
Motorola Moto G56 5G,Motorola,29/05/2025,1171.99,12.0,"Smartphone: Motorola Moto G56 5G. Marca: Motorola. Lançamento: 29/05/2025. Status: Lançamento. Data lançamento: 29/05/2025. Preço de lançamento: R$ 1.999,00. Menor preço histórico: R$ 984,00. Preço atual: R$ 1.171,99. Outras informações: Dimensões. Dimensões: 165.8 x 76.3 x 8.4 mm. Peso: 200 g. Construção: Vidro Frontal (Gorilla Glass 7i), Frame em plástico e Traseira em polimero de silicone. Chip: Nano-SIM e eSIM. Proteção Água: IP68 e IP69. Plataforma: Sistema. Sistema: Android 15. Atualizações: 1 ano (sistema) e 3 anos (segurança). Processador: Mediatek Dimensity 7060 (6 nm). CPU: Octa-core 2.6 GHz. GPU: IMG BXM-8-256. AnTuTu: 478000. Memórias: Memória RAM. Memória RAM: 8 GBe12 GB. Armazenamento: 256 GB. Armazenamento Extra: microSDXC (slot híbrido). Tela: Tela - Tipo. Tela - Tipo: IPS LCD. Tela - Tamanho: 6.72. Tela - Resolução: 1080 x 2400 pixels,. Tela - Frequência: 120Hz. Tela - Densidade: 392 ppi. Tela - Proteção: Corning Gorilla Glass 7i. Câmera principal: 50 MP, f/1.8, (wide) e PDAF. 2ª câmera: 8 MP, f/2.2, 118˚ (ultrawide). Câmera - Extras: Panorama, HDR e Flash LED. Vídeo: Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.2, (wide), 0.7µm. Câmera Frontal - Extras: HDR. Bateria: 5200 mAh. Autonomia (teste bateria): 86%. Carregador: 30W. Carrega sem fios?: Não. Tempo de carga (teste bateria): 1h16min. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Dual Band e 802.11 a/b/g/n/ac. Bluetooth: A2DP, LE e 5.3. GPS: A-GPS, QZSS, BDS, GLONASS e GALILEO. NFC: Sim (dependendo da região). Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Sim. Outros: Infravermelho. Infravermelho: Não. USB: Tipo-C e 2.0. Sensores: Impressão digital (lateral), Bússola, Proximidade, Giroscópio, Acelerômetro e Smart Connect.",256.0,5200.0,https://www.oficinadanet.com.br/smartphones/motorola-moto-g56
Motorola Moto G86,Motorola,29/05/2025,1689.02,8.0,"Smartphone: Motorola Moto G86. Marca: Motorola. Lançamento: 29/05/2025. Status: Lançamento. Data lançamento: 29/05/2025. Preço de lançamento: R$ 2.499,00. Menor preço histórico: R$ 1.259,00. Preço atual: R$ 1.689,02. Outras informações: Dimensões. Dimensões: 161.2 x 74.7 x 7.8 mm. Peso: 185g. Construção: Frame em plástico, Vidro Frontal (Gorilla Glass 7i) e Traseira em polimero de silicone. Chip: Nano-SIM e eSIM. Proteção Água: IP68 e IP69. Plataforma: Sistema. Sistema: Android 15. Atualizações: 2 anos (sistema) e 4 anos (segurança). Processador: Mediatek Dimensity 7300 (4 nm). CPU: Octa-core (4x2.5 GHz Cortex-A78 e 4x2.0 GHz Cortex-A55). GPU: Mali-G615 MC2. AnTuTu: 658.000. Memórias: Memória RAM. Memória RAM: 8 GB. Armazenamento: 256 GB. Armazenamento Extra: microSDXC (slot dedicado). Tela: Tela - Tipo. Tela - Tipo: P-OLED. Tela - Tamanho: 6.67. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Proteção: Corning Gorilla Glass 7i. Tela - Extras: 1B Colors e 4500 nits (pico). Câmera principal: 50 MP, f/1.8 (wide), 1/2.76, PDAF e OIS. 2ª câmera: 8 MP, f/2.2, 118˚ (ultrawide). Câmera - Extras: HDR, Panorama e LED Flash. Vídeo: gyro-EIS, 4K - 30 FPS e Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.4, (wide). Câmera Frontal - Extras: HDR. Bateria: 5200 mAh. Autonomia (teste bateria): 88%. Carregador: 30W. Carrega sem fios?: Não. Tempo de carga (teste bateria): 1h08min. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac. Bluetooth: A2DP,  LE e 5.3. GPS: QZSS, GPS, GLONASS, BDS e GALILEO. NFC: Sim (dependendo da região). Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Infravermelho. Infravermelho: Não. USB: USB Tipo-C e 2.0. Sensores: Giroscópio, Acelerômetro, Smart Connect, Bússola, Proximidade e Impressão digital (sob a tela, óptico).",256.0,5200.0,https://www.oficinadanet.com.br/smartphones/motorola-moto-g86
Motorola Moto G86 Power,Motorola,29/05/2025,0.0,8.0,"Smartphone: Motorola Moto G86 Power. Marca: Motorola. Lançamento: 29/05/2025. Status: Lançamento. Data lançamento: 29/05/2025. Outras informações: Dimensões. Dimensões: 161.2 x 74.7 x 8.7 mm. Peso: 198 g. Construção: Vidro Frontal (Gorilla Glass 7i), Frame em plástico e Traseira em polimero de silicone. Chip: Nano-SIM e eSIM. Proteção Água: MIL-STD-810H compliant, IP68 e IP69. Plataforma: Sistema. Sistema: Android 15. Atualizações: 1 ano (sistema). Processador: Mediatek Dimensity 7300 (4 nm). CPU: Octa-core (4x2.5 GHz Cortex-A78 e 4x2.0 GHz Cortex-A55). GPU: Mali-G615 MC2. Memórias: Memória RAM. Memória RAM: 8 GB. Armazenamento: 512 GB. Tela: Tela - Tipo. Tela - Tipo: P-OLED. Tela - Tamanho: 6.67. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Proteção: Corning Gorilla Glass 7i. Tela - Extras: 1B Colors, HDR10 Plus e 4500 nits (pico). Câmera principal: 50 MP, f/1.8 (wide), 1/2.76, PDAF e OIS. 2ª câmera: 8 MP, f/2.2, 118˚ (ultrawide). Câmera - Extras: HDR, Panorama e LED Flash. Vídeo: gyro-EIS, 4K - 30 FPS e Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.4, (wide). Câmera Frontal - Extras: HDR. Bateria: 6720 mAh. Carregador: 30W. Carrega sem fios?: Não. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac. Bluetooth: A2DP,  LE e 5.3. GPS: GPS, QZSS, GALILEO, GLONASS e BDS. NFC: Sim (dependendo da região). Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Infravermelho. Infravermelho: Não. USB: USB Tipo-C e 2.0. Sensores: Acelerômetro, Giroscópio, Proximidade, Bússola, Smart Connect e Impressão digital (sob a tela, óptico).",512.0,6720.0,https://www.oficinadanet.com.br/smartphones/motorola-moto-g86-power
Motorola Edge 60,Motorola,24/04/2025,2249.1,8.0,"Smartphone: Motorola Edge 60. Marca: Motorola. Lançamento: 24/04/2025. Status: Verificado. Data lançamento: 24/04/2025. Preço de lançamento: R$ 3.499,00. Menor preço histórico: R$ 1.799,00. Preço atual: R$ 2.249,10. Outras informações: Dimensões. Dimensões: 161 x 73 x 7.9mm. Peso: 179 g. Construção: Vidro Frontal   e Traseira de polímero. Chip: Nano-SIM e eSIM. Proteção Água: IP68, IP69 e MIL-STD 810H. Plataforma: Sistema. Sistema: Android 15. Atualizações: 3 anos (sistema). Processador: Mediatek Dimensity 7300 (4 nm). CPU: Octa-core (4x2.6 GHz Cortex-A78. GPU: Mali-G615 MC2. Memórias: Memória RAM. Memória RAM: 8 GB. Armazenamento: 256 GBe512 GB. Armazenamento Extra: microSDXC. Tela: Tela - Tipo. Tela - Tipo: LTPO P-OLED. Tela - Tamanho: 6.7. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Extras: 1B Colors, HDR10 Plus, 4500 nits (pico) e 1500 nits (HBM). Câmera principal: 50 MP, f/1.8, (wide), OIS   e PDAF. Sensor câmera principal: Sony LYTIA 700C. 2ª câmera: 50 MP, f/2.0, 120˚, (ultrawide). 3ª câmera: 10 MP, f/2.0 (telefoto), 30x Super Zoom e 3x zoom ótico. Câmera - Extras: HDR, Panorama e Flash Dual-LED. Vídeo: gyro-EIS, 4K - 30 FPS e Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 50 MP, f/2.0, 22mm (wide). Câmera Frontal - Extras: HDR. Bateria: 5200 mAh. Carregador: 68W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6, Wi-Fi Direct e Tri-Band. Bluetooth: 5.4, LE e A2DP. GPS: A-GPS, GPS, LTEPP, SUPL, GALILEO e GLONASS. NFC: Sim. Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. Infravermelho: Não. USB: Tipo-C e 2.0. Sensores: Acelerômetro, Giroscópio, Bússola, Proximidade e Impressão digital (sob a tela, óptico).",512.0,5200.0,https://www.oficinadanet.com.br/smartphones/motorola-edge-60
Motorola Edge 60 Pro,Motorola,24/04/2025,2708.99,12.0,"Smartphone: Motorola Edge 60 Pro. Marca: Motorola. Lançamento: 24/04/2025. Status: Verificado. Data lançamento: 24/04/2025. Preço de lançamento: R$ 3.999,00. Menor preço histórico: R$ 2.196,00. Preço atual: R$ 2.708,99. Outras informações: Dimensões. Dimensões: 160.69 x 73.06 x 8.24mm. Peso: 186g. Construção: Vidro Frontal   e Traseira de polímero. Chip: Nano-SIM e eSIM. Proteção Água: IP68, IP69 e MIL-STD 810H. Plataforma: Sistema. Sistema: Android 15. Atualizações: 3 anos (sistema). Processador: MediaTek Dimensity 8350 Extreme. AnTuTu: 1.380.000. Memórias: Memória RAM. Memória RAM: 8 GBe12 GB. Armazenamento: 256 GBe512 GB. Tela: Tela - Tipo. Tela - Tipo: P-OLED. Tela - Tamanho: 6.7. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Proteção: Corning Gorilla Glass 7i. Tela - Extras: 1B Colors, 4500 nits (pico), 1500 nits (HBM) e HDR10 Plus. Câmera principal: 50 MP, f/1.8, (wide), PDAF e OIS. Sensor câmera principal: Sony LYTIA 700C. 2ª câmera: 50 MP, f/2.0, 120˚, (ultrawide). 3ª câmera: 10 MP, f/2.0 (telefoto), 30x Super Zoom e 3x zoom ótico. Câmera - Extras: Flash Dual-LED, HDR e Panorama. Vídeo: gyro-EIS, 4K - 30 FPS e Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 50 MP, f/2.0, 22mm (wide). Câmera Frontal - Extras: HDR. Bateria: 6000 mAh. Autonomia (teste bateria): 74%. Carregador: 90W e 15W Wireless. Carrega sem fios?: 15W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6, Wi-Fi Direct e Tri-Band. Bluetooth: 5.4, A2DP e LE. GPS: GPS, A-GPS, GLONASS, GALILEO, LTEPP e SUPL. NFC: Sim. Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. Infravermelho: Não. USB: Tipo-C e 2.0. Sensores: Proximidade, Bússola, Giroscópio, Acelerômetro e Impressão digital (sob a tela, óptico).",512.0,6000.0,https://www.oficinadanet.com.br/smartphones/motorola-edge-60-pro
Motorola Razr 60,Motorola,24/04/2025,3399.0,12.0,"Smartphone: Motorola Razr 60. Marca: Motorola. Lançamento: 24/04/2025. Status: Lançamento. Data lançamento: 24/04/2025. Preço de lançamento: R$ 5.499,00. Menor preço histórico: R$ 2.979,10. Preço atual: R$ 3.399,00. Outras informações: Dimensões. Dimensões: Aberto: 73.99 x 171.30 x 7.25mm e Fechado: 73.99 x 88.08 x 15.85mm. Peso: 188g. Construção: Fechado: Vidro Frontal (Gorilla Glass Victus), Plástico frontal (tela aberta), Frame em titânio e Traseira em polimero de silicone. Chip: Nano-SIM, Dual SIM (Nano-SIM, dual stand-by) e eSIM. Proteção Água: IPX8. Dobrável: Sim. Plataforma: Sistema. Sistema: Android 15. Processador: MediaTek Dimensity 7400X (4nm). GPU: Mali-G615 MC2. Memórias: Memória RAM. Memória RAM: 8 GBe12 GB. Armazenamento: 256 GBe512 GB. Armazenamento Extra: Não Possui. Memória RAM expansiva: Sim. Tela: Tela - Tipo. Tela - Tipo: Foldable LTPO AMOLED. Tela - Tamanho: 6.9. Tela - Resolução: 1080 x 2640 pixels. Tela - Densidade: 413 ppi. Tela - Frequência: 120Hz. Tela - Proteção: Corning Gorilla Glass Victus. Tela - Extras: 1B Colors, Tela externa: 3,6 pol, pOLED, Ultra-HDR, 120 Hz 413 ppi e pico de brilho 1700 nits, 2400 nits (pico) e HDR10 Plus. Câmera principal: 50 MP, f/1.7, (wide), OIS   e PDAF. 2ª câmera: 13 MP, f/2.2, 120˚ (ultrawide), 1.12µm, PDAF e OIS. Vídeo: 4K - 30 FPS, FULLHD - 30fps e FULLHD - 60fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.4, (wide). Câmera Frontal - Extras: HDR. Bateria: 4500 mAh. Carregador: 30W e 15W Wireless. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6e. Bluetooth: 5.4,  LE e A2DP. GPS: GPS, A-GPS, GALILEO e GLONASS. NFC: Sim. Som: Loudspeaker e Estéreo. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. Infravermelho: Não. USB: OTG, Tipo-C e 2.0. Sensores: Impressão digital (lateral), Bússola, Proximidade, Giroscópio, Acelerômetro e Barômetro.",512.0,4500.0,https://www.oficinadanet.com.br/smartphones/motorola-razr-60
Motorola Razr 60 Ultra,Motorola,24/04/2025,6999.0,16.0,"Smartphone: Motorola Razr 60 Ultra. Marca: Motorola. Lançamento: 24/04/2025. Status: Verificado. Data lançamento: 24/04/2025. Preço de lançamento: R$ 9.999,00. Menor preço histórico: R$ 6.999,00. Preço atual: R$ 6.999,00. Outras informações: Dimensões. Dimensões: Fechado: 73.99 x 88.12 x 15.69mm e Aberto: 73.99 x 171.48 x 7.19mm. Peso: 199 g. Construção: Frame em titânio e Traseira em polimero de silicone. Chip: Nano-SIM, Dual SIM (Nano-SIM, dual stand-by) e eSIM. Proteção Água: IP48. Dobrável: Sim. Plataforma: Sistema. Sistema: Android 15. Atualizações: 3 anos (sistema). Processador: Qualcomm Snapdragon 8 Elite (3 nm). CPU: Octa-core (2x4.32 GHz Oryon V2 Phoenix L 6x3.53 GHz Oryon V2 Phoenix M). GPU: Adreno 830. AnTuTu: 2.296.000. Memórias: Memória RAM. Memória RAM: 16 GB. Armazenamento: 512 GBe1 TB. Armazenamento Extra: Não Possui. Memória RAM expansiva: Sim. Tela: Tela - Tipo. Tela - Tipo: Foldable LTPO AMOLED. Tela - Tamanho: 7.0. Tela - Resolução: 1080 x 2640 pixels. Tela - Frequência: 165 Hz. Tela - Densidade: 464 ppi. Tela - Proteção: Corning Gorilla Glass Ceramic. Tela - Extras: DCI-P3, Dolby Vision, 1B Colors, 10-bit, Tela exerna: 4 pol, pOLED, HDR10 Plus 120 Hz/165 Hz (game mode), 3000 nits (pico), HDR10 Plus, 2400 nits (pico) e 4500 nits (pico). Câmera principal: 50 MP, f/1.8, PDAF e OIS. 2ª câmera: 50 MP, f/2.0 (ultrawide), OIS e PDAF. Vídeo: 8K - 30 fps, 4K UHD (60 fps), FULLHD - 30fps e FULLHD - 60fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 50 MP, f/2.0 (wide). Câmera Frontal - Extras: HDR. Bateria: 4700 mAh. Autonomia (teste bateria): 92%. Carregador: 5W reverso e 68W. Carrega sem fios?: 30W. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6e. Bluetooth: 5.4,  LE e A2DP. GPS: GPS, QZSS, GLONASS, GALILEO e BEIDOU. NFC: Sim. Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. Infravermelho: Não. USB: OTG, Tipo-C e 2.0. Sensores: Impressão digital (lateral), Barômetro, Acelerômetro, Bússola, Proximidade e Giroscópio.",1.0,4700.0,https://www.oficinadanet.com.br/smartphones/motorola-razr-60-ultra
Motorola Edge 60 Fusion,Motorola,02/04/2025,1756.55,8.0,"Smartphone: Motorola Edge 60 Fusion. Marca: Motorola. Lançamento: 02/04/2025. Status: Verificado. Data lançamento: 02/04/2025. Preço de lançamento: R$ 2.699,00. Menor preço histórico: R$ 1.457,99. Preço atual: R$ 1.756,55. Outras informações: Dimensões. Dimensões: 161 x 73 x 8.0 mm. Peso: 180g. Construção: Vidro Frontal (Gorilla Glass 7i) e Traseira de polímero. Chip: Nano-SIM e eSIM. Proteção Água: IP68 e IP69. Plataforma: Sistema. Sistema: Android 15. Atualizações: 3 anos (sistema). Processador: Mediatek Dimensity 7300 (4 nm). CPU: Octa-core (4x2.6 GHz Cortex-A78. GPU: Mali-G615 MC2. AnTuTu: 651000. Memórias: Memória RAM. Memória RAM: 8 GB. Armazenamento: 256 GB. Tela: Tela - Tipo. Tela - Tipo: P-OLED. Tela - Tamanho: 6.7. Tela - Resolução: 1220 x 2712 pixels. Tela - Densidade: 446 ppi. Tela - Frequência: 120Hz. Tela - Proteção: Corning Gorilla Glass 7i. Tela - Extras: 1B Colors, 4500 nits (pico), 1500 nits (HBM) e HDR10 Plus. Câmera principal: 50 MP, f/1.8, (wide), PDAF e OIS. 2ª câmera: 13 MP, f/2.2, (ultrawide). Câmera - Extras: HDR, Panorama e Flash Dual-LED. Vídeo: gyro-EIS, 4K - 30 FPS e Full HD - 30 fps. Câmera frontal: Câm. Selfie. Câm. Selfie: 32 MP, f/2.5, (wide). Câmera Frontal - Extras: HDR. Bateria: 5200 mAh. Autonomia (teste bateria): 86%. Carregador: 68W. Carrega sem fios?: Não. Redes de dados: 3G. 3G: Sim. 4G: Sim. 5G: Sim. Wi-Fi: Wi-Fi 802.11 a/b/g/n/ac/6, Tri-Band e Wi-Fi Direct. Bluetooth: 5.4, A2DP e LE. GPS: GPS, GLONASS e GALILEO. NFC: Sim. Som: Loudspeaker, Estéreo e Dolby Atmos. 3.5mm jack: Não. Outros: Rádio FM. Rádio FM: Não. Infravermelho: Não. USB: Tipo-C e 2.0. Sensores: Proximidade, Bússola, Giroscópio, Acelerômetro e Impressão digital (sob a tela, óptico).",256.0,5200.0,https://www.oficinadanet.com.br/smartphones/motorola-edge-60-fusion
